price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,total_rooms,total_space,totspace/room,facilities,score,waterfront,has_basement,was_renovated,view_1,view_2,view_3,view_4,condition_2,condition_3,condition_4,condition_5,region_2,region_3,region_4,quadrant_NW,quadrant_SE,quadrant_SW,quadrant_UNKNOWN,sqft_city,sqft_zip,sqft_road_type,lot_city,lot_zip,lot_road_type
463000.0,3.0,1.75,1710.0,7320.0,1.0,1710.0,0.0,1948.0,1994.0,4.75,1710.0,360.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2247.0588235294117,1735.4651162790697,2538.4615384615386,12346.323529411764,9598.848837209302,10000.23076923077
1400000.0,4.0,2.5,2920.0,4000.0,1.5,1910.0,1010.0,1909.0,1988.0,6.5,2920.0,449.2307692307692,4.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.060819462228,2320.2083333333335,2001.5772230889236,5309.85147247119,5579.770833333333,13149.47529901196
588500.0,3.0,1.75,2330.0,14892.0,1.0,1970.0,360.0,1980.0,0.0,4.75,2330.0,490.5263157894737,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2801.8187134502923,2646.7340425531916,2298.88375,16124.69590643275,14586.382978723404,13186.4725
365000.0,3.0,1.0,1090.0,6435.0,1.0,1090.0,0.0,1955.0,2009.0,4.0,1090.0,272.5,3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1825.060819462228,1410.3333333333333,2354.3837209302324,5309.85147247119,5916.939393939394,11493.220930232557
1200000.0,5.0,2.75,2910.0,9480.0,1.5,2910.0,0.0,1939.0,1969.0,7.75,2910.0,375.48387096774195,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.060819462228,2320.2083333333335,2001.5772230889236,5309.85147247119,5579.770833333333,13149.47529901196
242500.0,3.0,1.5,1200.0,9720.0,1.0,1200.0,0.0,1965.0,0.0,4.5,1200.0,266.6666666666667,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984.5628415300546,2009.7448979591836,2081.6993970714902,15155.016393442624,18284.418367346938,15983.070628768302
419000.0,3.0,1.5,1570.0,6700.0,1.0,1570.0,0.0,1956.0,0.0,4.5,1570.0,348.8888888888889,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2646.8035714285716,2271.315789473684,2081.6993970714902,13697.414285714285,13753.0,15983.070628768302
367500.0,4.0,3.0,3110.0,7231.0,2.0,3110.0,0.0,1997.0,0.0,7.0,3110.0,444.2857142857143,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019.92,2355.6867469879517,2298.88375,25075.788571428573,38270.80722891566,13186.4725
257950.0,3.0,1.75,1370.0,5858.0,1.0,1370.0,0.0,1987.0,2000.0,4.75,1370.0,288.42105263157896,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1812.6206896551723,1876.2857142857142,2298.88375,10517.706896551725,10917.75,13186.4725
275000.0,3.0,1.5,1180.0,10277.0,1.0,1180.0,0.0,1983.0,2009.0,4.5,1180.0,262.22222222222223,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995.4,1995.4,2001.5772230889236,32053.68,32053.68,13149.47529901196
750000.0,3.0,1.75,2240.0,10578.0,2.0,1550.0,690.0,1923.0,0.0,4.75,2240.0,471.57894736842104,4.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.060819462228,1848.4883720930231,2081.6993970714902,5309.85147247119,5204.178294573643,15983.070628768302
435000.0,4.0,1.0,1450.0,8800.0,1.0,1450.0,0.0,1954.0,1979.0,5.0,1450.0,290.0,3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2646.8035714285716,2836.238532110092,2001.5772230889236,13697.414285714285,13331.165137614678,13149.47529901196
626000.0,3.0,2.25,1750.0,1572.0,2.5,1470.0,280.0,2005.0,0.0,5.25,1750.0,333.3333333333333,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1825.060819462228,1867.4166666666667,2001.5772230889236,5309.85147247119,2837.625,13149.47529901196
612500.0,4.0,2.5,2730.0,12261.0,2.0,2730.0,0.0,1991.0,0.0,6.5,2730.0,420.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319.3939393939395,2334.6875,2298.88375,9060.181818181818,9044.9375,13186.4725
495000.0,4.0,1.75,1600.0,6380.0,1.0,1130.0,470.0,1959.0,1989.0,5.75,1600.0,278.2608695652174,4.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.060819462228,1868.7613636363637,2081.6993970714902,5309.85147247119,7711.284090909091,15983.070628768302
285000.0,3.0,2.5,2090.0,10834.0,1.0,1360.0,730.0,1987.0,0.0,5.5,2090.0,380.0,4.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2067.0275862068966,2006.5416666666667,2001.5772230889236,11521.668965517241,12831.0,13149.47529901196
615000.0,3.0,1.75,2360.0,7291.0,1.0,1360.0,1000.0,1948.0,0.0,4.75,2360.0,496.8421052631579,4.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1825.060819462228,1746.25,2001.5772230889236,5309.85147247119,5326.196428571428,13149.47529901196
698000.0,4.0,2.25,2200.0,11250.0,1.5,1300.0,900.0,1920.0,0.0,6.25,2200.0,352.0,4.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2259.48128342246,2602.4157303370785,2081.6993970714902,10317.70588235294,12000.258426966293,15983.070628768302
675000.0,5.0,2.5,2820.0,67518.0,2.0,2820.0,0.0,1979.0,2014.0,7.5,2820.0,376.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2453.3548387096776,2321.409090909091,2413.7597402597403,24660.145161290322,9745.147727272728,14030.551948051949
790000.0,3.0,2.5,2600.0,4750.0,1.0,1700.0,900.0,1951.0,1999.0,5.5,2600.0,472.72727272727275,4.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1825.060819462228,1711.2575757575758,2081.6993970714902,5309.85147247119,4573.280303030303,15983.070628768302
382500.0,4.0,1.75,1560.0,8700.0,1.0,1560.0,0.0,1967.0,0.0,5.75,1560.0,271.30434782608694,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2259.48128342246,1943.7171717171718,2001.5772230889236,10317.70588235294,8781.525252525253,13149.47529901196
499950.0,4.0,2.5,2860.0,3345.0,2.0,2190.0,670.0,2004.0,2003.0,6.5,2860.0,440.0,4.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2660.842105263158,2474.3809523809523,2001.5772230889236,42276.35964912281,28597.031746031746,13149.47529901196
650000.0,4.0,2.0,1820.0,5000.0,1.5,1640.0,180.0,1945.0,2010.0,6.0,1820.0,303.3333333333333,4.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.060819462228,1848.4883720930231,2001.5772230889236,5309.85147247119,5204.178294573643,13149.47529901196
625000.0,4.0,2.5,2820.0,8408.0,2.0,2820.0,0.0,2014.0,0.0,6.5,2820.0,433.84615384615387,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1774.8373983739837,1735.4651162790697,2001.5772230889236,9102.365853658537,9598.848837209302,13149.47529901196
400000.0,4.0,2.5,3630.0,42884.0,1.5,2300.0,1330.0,1979.0,2014.0,6.5,3630.0,558.4615384615385,4.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019.92,2355.6867469879517,2001.5772230889236,25075.788571428573,38270.80722891566,13149.47529901196
604000.0,3.0,2.5,3240.0,33151.0,2.0,3240.0,0.0,1995.0,0.0,5.5,3240.0,589.0909090909091,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2067.0275862068966,2095.462365591398,2354.3837209302324,11521.668965517241,10879.021505376344,11493.220930232557
440000.0,2.0,1.0,800.0,4850.0,1.0,800.0,0.0,1944.0,0.0,3.0,800.0,266.6666666666667,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1825.060819462228,1575.0,2001.5772230889236,5309.85147247119,3444.810344827586,13149.47529901196
287200.0,3.0,3.0,1850.0,19966.0,1.0,1090.0,760.0,1992.0,0.0,6.0,1850.0,308.3333333333333,4.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2086.0,2086.0,2354.3837209302324,13825.431578947368,13825.431578947368,11493.220930232557
403000.0,3.0,2.0,1960.0,13100.0,1.0,1650.0,310.0,1957.0,0.0,5.0,1960.0,392.0,4.0,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2088.764705882353,1979.3684210526317,2001.5772230889236,13614.29411764706,14648.543859649122,13149.47529901196
750000.0,3.0,2.5,2390.0,6550.0,1.0,1440.0,950.0,1955.0,2009.0,5.5,2390.0,434.54545454545456,4.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1825.060819462228,1920.65625,2001.5772230889236,5309.85147247119,5683.21875,13149.47529901196
335000.0,3.0,2.25,1580.0,16215.0,1.0,1580.0,0.0,1978.0,2000.0,5.25,1580.0,300.95238095238096,3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2865.909090909091,2865.909090909091,2001.5772230889236,91681.36363636363,91681.36363636363,13149.47529901196
260000.0,4.0,2.0,1480.0,8625.0,1.0,1480.0,0.0,1974.0,0.0,6.0,1480.0,246.66666666666666,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2108.230240549828,1911.357142857143,2298.88375,14569.738831615121,21195.964285714286,13186.4725
308500.0,2.0,1.0,850.0,6174.0,1.0,850.0,0.0,1950.0,1983.0,3.0,850.0,283.3333333333333,3.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1774.8373983739837,1735.4651162790697,2081.6993970714902,9102.365853658537,9598.848837209302,15983.070628768302
439950.0,3.0,2.5,1770.0,2875.0,2.0,1770.0,0.0,1990.0,2009.0,5.5,1770.0,321.8181818181818,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1825.060819462228,1920.65625,2001.5772230889236,5309.85147247119,5683.21875,13149.47529901196
235000.0,2.0,1.0,1210.0,9400.0,1.0,1210.0,0.0,1949.0,0.0,3.0,1210.0,403.3333333333333,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1825.060819462228,1410.3333333333333,2001.5772230889236,5309.85147247119,5916.939393939394,13149.47529901196
315000.0,3.0,1.0,1160.0,9180.0,1.0,1160.0,0.0,1968.0,1997.0,4.0,1160.0,290.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2660.842105263158,2891.176470588235,2298.88375,42276.35964912281,59174.35294117647,13186.4725
437500.0,3.0,2.25,1970.0,35100.0,2.0,1970.0,0.0,1977.0,0.0,5.25,1970.0,375.23809523809524,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2453.3548387096776,2576.9473684210525,2081.6993970714902,24660.145161290322,38899.915789473685,15983.070628768302
407500.0,3.0,2.5,1930.0,10460.0,2.0,1930.0,0.0,1996.0,0.0,5.5,1930.0,350.90909090909093,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2108.230240549828,2475.943396226415,2298.88375,14569.738831615121,15891.971698113208,13186.4725
445700.0,3.0,2.5,1270.0,1180.0,3.0,1270.0,0.0,2001.0,0.0,5.5,1270.0,230.9090909090909,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1825.060819462228,1575.0,2081.6993970714902,5309.85147247119,3444.810344827586,15983.070628768302
838000.0,4.0,2.5,3310.0,42998.0,2.0,3310.0,0.0,2001.0,0.0,6.5,3310.0,509.2307692307692,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491.7617021276596,2275.5925925925926,2298.88375,23936.191489361703,11302.111111111111,13186.4725
630000.0,4.0,2.75,2710.0,37277.0,2.0,2710.0,0.0,2000.0,0.0,6.75,2710.0,401.48148148148147,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2453.3548387096776,2576.9473684210525,2298.88375,24660.145161290322,38899.915789473685,13186.4725
550000.0,3.0,1.75,2910.0,35200.0,1.5,2910.0,0.0,1979.0,2014.0,4.75,2910.0,612.6315789473684,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2801.8187134502923,2969.4634146341464,2298.88375,16124.69590643275,17484.621951219513,13186.4725
805000.0,3.0,2.0,2710.0,4500.0,1.5,1880.0,830.0,1929.0,0.0,5.0,2710.0,542.0,4.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.060819462228,1848.4883720930231,2001.5772230889236,5309.85147247119,5204.178294573643,13149.47529901196
284000.0,3.0,1.75,1800.0,23103.0,1.0,1800.0,0.0,1968.0,1997.0,4.75,1800.0,378.94736842105266,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392.4545454545455,2392.4545454545455,2081.6993970714902,64873.77272727273,64873.77272727273,15983.070628768302
470000.0,5.0,2.5,2210.0,9655.0,1.0,1460.0,750.0,1976.0,0.0,7.5,2210.0,294.6666666666667,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2319.3939393939395,2334.6875,2001.5772230889236,9060.181818181818,9044.9375,13149.47529901196
430000.0,4.0,1.5,1920.0,10000.0,1.0,1070.0,850.0,1954.0,1979.0,5.5,1920.0,349.09090909090907,4.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2646.8035714285716,2836.238532110092,2001.5772230889236,13697.414285714285,13331.165137614678,13149.47529901196
491500.0,4.0,1.75,2190.0,125452.0,1.0,2190.0,0.0,1968.0,1997.0,5.75,2190.0,380.8695652173913,3.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019.92,2355.6867469879517,2001.5772230889236,25075.788571428573,38270.80722891566,13149.47529901196
785000.0,5.0,3.25,3660.0,11995.0,2.0,3660.0,0.0,2006.0,0.0,8.25,3660.0,443.6363636363636,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2689.4202898550725,2689.4202898550725,2001.5772230889236,17935.579710144928,17935.579710144928,13149.47529901196
385000.0,3.0,3.25,1320.0,1327.0,2.0,1040.0,280.0,2008.0,0.0,6.25,1320.0,211.2,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1825.060819462228,2204.7727272727275,2001.5772230889236,5309.85147247119,5076.030303030303,13149.47529901196
295000.0,2.0,2.5,1630.0,1368.0,2.0,1280.0,350.0,2009.0,0.0,4.5,1630.0,362.22222222222223,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1825.060819462228,1410.3333333333333,2413.7597402597403,5309.85147247119,5916.939393939394,14030.551948051949
555000.0,4.0,2.5,3310.0,6500.0,2.0,3310.0,0.0,2012.0,1912.0,6.5,3310.0,509.2307692307692,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2689.4202898550725,2689.4202898550725,2081.6993970714902,17935.579710144928,17935.579710144928,15983.070628768302
459990.0,3.0,2.5,2680.0,5539.0,2.0,2680.0,0.0,2013.0,1923.0,5.5,2680.0,487.27272727272725,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1995.4,1995.4,2001.5772230889236,32053.68,32053.68,13149.47529901196
625000.0,4.0,3.25,2730.0,54014.0,1.0,1560.0,1170.0,2007.0,0.0,7.25,2730.0,376.55172413793105,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2108.230240549828,2475.943396226415,2001.5772230889236,14569.738831615121,15891.971698113208,13149.47529901196
300000.0,3.0,2.5,2540.0,5050.0,2.0,2540.0,0.0,2006.0,0.0,5.5,2540.0,461.8181818181818,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984.5628415300546,2009.7448979591836,2287.3,15155.016393442624,18284.418367346938,6128.3
625000.0,4.0,2.75,2920.0,6605.0,2.0,2920.0,0.0,2012.0,1912.0,6.75,2920.0,432.5925925925926,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2108.230240549828,2475.943396226415,2283.75,14569.738831615121,15891.971698113208,10209.0
553000.0,2.0,1.0,900.0,5000.0,1.0,900.0,0.0,1944.0,0.0,3.0,900.0,300.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1825.060819462228,1711.2575757575758,2001.5772230889236,5309.85147247119,4573.280303030303,13149.47529901196
379880.0,3.0,2.5,1650.0,14054.0,1.0,1130.0,520.0,1986.0,0.0,5.5,1650.0,300.0,4.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2453.3548387096776,2576.9473684210525,2298.88375,24660.145161290322,38899.915789473685,13186.4725
310000.0,3.0,1.0,1010.0,9945.0,1.0,1010.0,0.0,1973.0,0.0,4.0,1010.0,252.5,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2689.4202898550725,2689.4202898550725,2354.927536231884,17935.579710144928,17935.579710144928,67638.79710144928
775000.0,2.0,2.5,2680.0,7392.0,1.0,2680.0,0.0,2004.0,2003.0,4.5,2680.0,595.5555555555555,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491.7617021276596,2779.704081632653,2354.3837209302324,23936.191489361703,41687.816326530614,11493.220930232557
365000.0,3.0,2.5,2200.0,7350.0,1.0,1570.0,630.0,1988.0,0.0,5.5,2200.0,400.0,4.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2108.230240549828,2113.1684210526314,2081.6993970714902,14569.738831615121,16670.21052631579,15983.070628768302
331950.0,4.0,2.5,2530.0,9933.0,2.0,2010.0,520.0,1990.0,2009.0,6.5,2530.0,389.2307692307692,4.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019.92,2355.6867469879517,2354.3837209302324,25075.788571428573,38270.80722891566,11493.220930232557
